-1000.0, 0.001
-800.0,  0.200
-500.0,  0.500
-65.00,  0.960
-29.00,  0.990
-2.000,  1.000
40.000,  1.060
50.000,  1.070
224.00,  1.160
879.00,  1.530
1070.0,  1.660
1331.0,  1.830
1604.0,  2.000
1770.0,  2.170
